   Current data set:
   NAME =	vvp_sport01122015	EXPNO =	1137	PROCNO = 1
   DU   =	D:/spectra/data/mntlabData

   Number   Integrated Region     Integral
     1      8.371      8.298         3.62996
     2      7.990      7.859        10.35725
     3      7.654      7.365         5.93131
     4      7.354      7.190        13.30911
     5      7.190      7.102         6.88122
     6      7.102      7.036         3.84087
     7      6.842      6.689         7.95254
     8      5.139      5.099        48.94506
     9      4.556      4.506        66.61129
    10      4.432      4.390         4.96163
    11      4.274      4.098        35.11582
    12      4.039      3.973        42.11031
    13      3.973      3.953         6.53514
    14      3.571      3.508       186.13378
    15      3.508      3.490        14.68906
    16      3.490      3.470        11.69077
    17      3.047      3.024        11.66588
    18      2.941      2.932         6.69105
    19      2.927      2.920         5.39342
    20      2.927      2.919         5.64082
    21      2.717      2.684        33.23277
    22      2.604      2.558        12.89724
    23      2.535      2.496         5.20196
    24      2.462      2.404         6.40274
    25      2.268      2.249         8.48078
    26      2.173      2.155         7.79899
    27      2.126      2.101        19.76074
    28      1.962      1.879       171.41707
    29      1.822      1.802        10.32169
    30      1.664      1.542        45.98169
    31      1.508      1.412        40.10916
    32      1.386      1.341        30.02244
    33      1.234      1.196       205.40665
    34      1.093      1.045       246.42114
    35      1.060      1.043        39.00973
    36      0.940      0.909        18.74599
    37      0.909      0.893         4.95406
    38      0.893      0.885         3.03591
    39      0.885      0.871        10.72497
    40      0.871      0.859        10.66795
    41      0.859      0.836        24.01451
    42      0.836      0.825        10.75396
    43      0.825      0.813        11.09897
    44      0.812      0.798        10.84784
    45      0.056      0.009         4.00000
