-5.19205	3.25113	
-5.19174	3.25113	
-5.19144	2.96761	
-5.19113	2.68407	
-5.19083	2.18082	
-5.19052	1.67755	
-5.19022	1.96817	
-5.18991	2.25879	
-5.18961	2.4537	
-5.1893	2.64864	
-5.189	2.84355	
-5.18869	3.03848	
-5.18839	3.22632	
-5.18808	3.41415	
-5.18778	3.26176	
-5.18747	3.10936	
-5.18717	2.72926	
-5.18686	2.34915	
-5.18656	2.5361	
-5.18625	2.72305	
-5.18595	2.62648	
-5.18564	2.52991	
-5.18534	2.09309	
-5.18503	1.65628	
-5.18473	1.35416	
-5.18442	1.05202	
-5.18412	1.31694	
-5.18381	1.58186	
-5.18351	1.50655	
-5.1832	1.43124	
-5.1829	1.35593	
-5.18259	1.28061	
-5.18229	1.38406	
-5.18198	1.4875	
-5.18168	1.59094	
-5.18137	1.69438	
-5.18107	1.44342	
-5.18076	1.19246	
-5.18046	1.50854	
-5.18015	1.82463	
-5.17985	2.32501	
-5.17954	2.82539	
-5.17923	2.75873	
-5.17893	2.69205	
-5.17862	2.50488	
-5.17832	2.3177	
-5.17801	2.47076	
-5.17771	2.62383	
-5.1774	2.40829	
-5.1771	2.19278	
-5.17679	1.97725	
-5.17649	1.76172	
-5.17618	1.9644	
-5.17588	2.16708	
-5.17557	2.36975	
-5.17527	2.57243	
-5.17496	2.4207	
-5.17466	2.26897	
-5.17435	2.11723	
-5.17405	1.96552	
-5.17374	1.9839	
-5.17344	2.00227	
-5.17313	2.02066	
-5.17283	2.03905	
-5.17252	1.82751	
-5.17222	1.61597	
-5.17191	1.40443	
-5.17161	1.1929	
-5.1713	1.49171	
-5.171	1.79053	
-5.17069	2.08932	
-5.17039	2.38814	
-5.17008	2.54874	
-5.16978	2.70932	
-5.16947	2.86992	
-5.16917	3.0305	
-5.16886	2.90758	
-5.16856	2.78464	
-5.16825	2.6617	
-5.16795	2.53877	
-5.16764	2.45747	
-5.16734	2.37617	
-5.16703	2.29489	
-5.16673	2.21359	
-5.16642	2.13231	
-5.16612	2.05101	
-5.16581	1.96971	
-5.16551	1.88843	
-5.1652	1.86029	
-5.1649	1.83217	
-5.16459	1.80403	
-5.16429	1.77589	
-5.16398	2.0313	
-5.16368	2.2867	
-5.16337	2.54208	
-5.16306	2.79749	
-5.16276	2.81741	
-5.16245	2.83736	
-5.16215	2.85728	
-5.16184	2.87723	
-5.16154	2.82628	
-5.16123	2.77533	
-5.16093	3.06462	
-5.16062	3.35391	
-5.16032	3.7318	
-5.16001	4.10968	
-5.15971	3.6937	
-5.1594	3.27771	
-5.1591	3.32954	
-5.15879	3.38138	
-5.15849	3.43321	
-5.15818	3.48503	
-5.15788	2.93083	
-5.15757	2.37662	
-5.15727	1.82242	
-5.15696	1.2682	
-5.15666	1.45117	
-5.15635	1.63414	
-5.15605	1.81711	
-5.15574	2.00006	
-5.15544	1.76837	
-5.15513	1.53667	
-5.15483	1.30498	
-5.15452	1.07329	
-5.15422	1.35194	
-5.15391	1.6306	
-5.15361	1.90924	
-5.1533	2.1879	
-5.153	2.32014	
-5.15269	2.45238	
-5.15239	2.58463	
-5.15208	2.71686	
-5.15178	2.33875	
-5.15147	1.96063	
-5.15117	1.58252	
-5.15086	1.20442	
-5.15056	1.47842	
-5.15025	1.75243	
-5.14995	2.02643	
-5.14964	2.30043	
-5.14934	2.32634	
-5.14903	2.35226	
-5.14873	2.37817	
-5.14842	2.40408	
