-5.19145	0.0187378	
-5.19114	0.0187378	
-5.19084	0.0187378	
-5.19053	0.0187378	
-5.19023	-0.194916	
-5.18992	-0.4086	
-5.18962	-0.622253	
-5.18931	-0.835907	
-5.18901	-0.498413	
-5.1887	-0.16095	
-5.1884	0.176544	
-5.18809	0.514038	
-5.18779	0.501892	
-5.18748	0.489746	
-5.18718	0.4776	
-5.18687	0.465454	
-5.18657	0.193542	
-5.18626	-0.0783997	
-5.18596	-0.350311	
-5.18565	-0.622253	
-5.18535	-0.797058	
-5.18504	-0.971863	
-5.18474	-0.369751	
-5.18443	0.232391	
-5.18413	0.0187378	
-5.18382	-0.194916	
-5.18352	0.0575867	
-5.18321	0.310089	
-5.18291	0.348938	
-5.1826	0.387787	
-5.1823	0.426636	
-5.18199	0.465454	
-5.18169	0.394135	
-5.18138	0.322815	
-5.18108	0.251495	
-5.18077	0.180176	
-5.18047	0.108856	
-5.18016	0.0375366	
-5.17986	-0.033783	
-5.17955	-0.105103	
-5.17925	-0.190979	
-5.17894	-0.276886	
-5.17863	-0.362762	
-5.17833	-0.448639	
-5.17802	-0.107208	
-5.17772	0.234222	
-5.17741	0.575623	
-5.17711	0.917053	
-5.1768	0.600525	
-5.1765	0.283997	
-5.17619	-0.0325623	
-5.17589	-0.349091	
-5.17558	-0.238342	
-5.17528	-0.127563	
-5.17497	-0.0167847	
-5.17467	0.0939941	
-5.17436	-0.0890198	
-5.17406	-0.272003	
-5.17375	-0.455017	
-5.17345	-0.638031	
-5.17314	-0.549103	
-5.17284	-0.460175	
-5.17253	-0.371246	
-5.17223	-0.282349	
-5.17192	-0.215881	
-5.17162	-0.149414	
-5.17131	-0.0829468	
-5.17101	-0.0164795	
-5.1707	0.0499878	
-5.1704	0.116455	
-5.17009	0.182922	
-5.16979	0.24939	
-5.16948	0.313416	
-5.16918	0.377472	
-5.16887	0.441498	
-5.16857	0.505524	
-5.16826	0.453033	
-5.16796	0.400513	
-5.16765	0.348022	
-5.16735	0.295502	
-5.16704	0.36441	
-5.16674	0.433289	
-5.16643	0.939209	
-5.16613	0.668213	
-5.16582	0.329193	
-5.16552	-0.00979614	
-5.16521	-0.397369	
-5.16491	-0.784912	
-5.1646	-0.978241	
-5.1643	-1.17157	
-5.16399	-1.3649	
-5.16369	-1.55823	
-5.16338	-1.09113	
-5.16308	-0.624054	
-5.16277	-0.156982	
-5.16246	0.310089	
-5.16216	0.391113	
-5.16185	0.472137	
-5.16155	0.553192	
-5.16124	0.634216	
-5.16094	0.598694	
-5.16063	0.563202	
-5.16033	0.527679	
-5.16002	0.492188	
-5.15972	0.490662	
-5.15941	0.489136	
-5.15911	0.48761	
-5.1588	0.486115	
-5.1585	0.134979	
-5.15819	-0.216187	
-5.15789	-0.567322	
-5.15758	-0.918457	
-5.15728	-0.76944	
-5.15697	-0.620422	
-5.15667	-0.500549	
-5.15636	-0.380676	
-5.15606	-0.183105	
-5.15575	-0.451691	
-5.15545	-0.302673	
-5.15514	0.3125	
-5.15484	1.08792	
-5.15453	1.08643	
-5.15423	0.463348	
-5.15392	-0.159729	
-5.15362	-0.132111	
-5.15331	-0.104492	
-5.15301	0.389282	
-5.1527	0.883087	
-5.1524	0.90918	
-5.15209	0.935272	
-5.15179	0.495209	
-5.15148	0.0551453	
-5.15118	-0.647125	
-5.15087	-1.3494	
-5.15057	-1.27475	
-5.15026	-1.2001	
-5.14996	-1.01132	
-5.14965	-0.82254	
-5.14935	-0.633789	
-5.14904	-0.445007	
-5.14874	-0.207672	
-5.14843	0.0296631	
-5.14813	0.266998	
-5.14782	0.504303	
-5.14752	0.294312	
-5.14721	0.0842896	
-5.1469	-0.125732	
-5.1466	-0.335754	
