   Current data set:
   NAME =	vvp_sport01122015	EXPNO =	1101	PROCNO = 1
   DU   =	D:/spectra/data/mntlabData

   Number   Integrated Region     Integral
     1      8.356      8.321        10.51855
     2      8.254      8.174        19.61000
     3      8.000      7.865        49.42778
     4      7.348      7.173        61.25203
     5      7.173      7.128        22.85164
     6      7.128      7.100        10.15331
     7      7.100      7.043        17.07984
     8      6.816      6.739        31.43188
     9      5.140      5.103       222.34068
    10      4.558      4.506       288.91573
    11      4.428      4.400        16.35292
    12      4.171      4.126        58.60395
    13      4.030      3.975       199.41124
    14      3.973      3.955        24.36125
    15      3.571      3.512       754.74355
    16      3.508      3.492        53.87670
    17      3.489      3.472        43.44375
    18      3.472      3.457        34.21551
    19      3.457      3.440        80.15007
    20      3.440      3.421       144.17702
    21      3.421      3.402       115.13110
    22      3.402      3.386        91.73370
    23      3.385      3.372       175.20066
    24      3.363      3.355       134.54235
    25      3.053      3.013       210.43452
    26      2.940      2.932        24.64600
    27      2.932      2.925        17.57827
    28      2.925      2.918        22.75001
    29      2.917      2.905        32.21405
    30      2.905      2.885        43.57062
    31      2.719      2.679       100.89047
    32      2.608      2.554        68.10334
    33      2.471      2.407        30.03201
    34      2.264      2.248        36.22849
    35      2.167      2.157        23.75563
    36      2.121      2.107        35.42963
    37      1.955      1.893       550.92376
    38      1.820      1.799        48.85259
    39      1.666      1.520       215.00744
    40      1.504      1.404       126.88366
    41      1.392      1.337       150.89452
    42      1.262      1.191       973.10514
    43      1.087      1.074       282.71561
    44      1.074      1.060       467.31207
    45      1.060      1.045       136.06974
    46      0.938      0.911        89.93888
    47      0.905      0.884        39.10240
    48      0.884      0.860       101.36548
    49      0.859      0.840        86.51016
    50      0.050      0.040         4.00000
