-5.19075	3.53369	
-5.19044	3.53369	
-5.19014	3.53369	
-5.18983	3.53369	
-5.18953	3.26669	
-5.18922	2.99968	
-5.18892	2.73268	
-5.18861	2.46568	
-5.18831	1.90866	
-5.188	1.35163	
-5.1877	1.53117	
-5.18739	1.7107	
-5.18709	1.55879	
-5.18678	1.40688	
-5.18648	1.6969	
-5.18617	1.98692	
-5.18587	2.08474	
-5.18556	2.18256	
-5.18526	2.28039	
-5.18495	2.37821	
-5.18465	2.50366	
-5.18434	2.6291	
-5.18404	2.75455	
-5.18373	2.87999	
-5.18343	2.86273	
-5.18312	2.84547	
-5.18282	2.82821	
-5.18251	2.81094	
-5.18221	2.49905	
-5.1819	2.18717	
-5.1816	2.31721	
-5.18129	2.44727	
-5.18099	2.5881	
-5.18068	2.72894	
-5.18038	2.42785	
-5.18007	1.68481	
-5.17977	1.44816	
-5.17946	1.94807	
-5.17916	2.25464	
-5.17885	2.11927	
-5.17855	2.14272	
-5.17824	2.16616	
-5.17793	2.16199	
-5.17763	2.15782	
-5.17732	2.41145	
-5.17702	2.66507	
-5.17671	2.91869	
-5.17641	3.17232	
-5.1761	3.27748	
-5.1758	3.38264	
-5.17549	3.4878	
-5.17519	3.59296	
-5.17488	3.44033	
-5.17458	3.28769	
-5.17427	3.13506	
-5.17397	2.98242	
-5.17366	2.82979	
-5.17336	2.67715	
-5.17305	2.52452	
-5.17275	2.37188	
-5.17244	2.5507	
-5.17214	2.72952	
-5.17183	2.90833	
-5.17153	3.08715	
-5.17122	2.72462	
-5.17092	2.3621	
-5.17061	1.99958	
-5.17031	1.63705	
-5.17	1.9006	
-5.1697	2.16415	
-5.16939	2.4277	
-5.16909	2.69125	
-5.16878	2.44842	
-5.16848	2.20558	
-5.16817	1.96275	
-5.16787	1.71991	
-5.16756	1.88219	
-5.16726	2.04446	
-5.16695	2.20673	
-5.16665	2.36901	
-5.16634	2.33247	
-5.16604	2.29593	
-5.16573	2.25938	
-5.16543	2.22284	
-5.16512	2.39806	
-5.16482	2.57329	
-5.16451	2.45388	
-5.16421	2.77642	
-5.1639	2.91941	
-5.1636	2.32585	
-5.16329	1.92563	
-5.16299	1.96735	
-5.16268	2.60752	
-5.16238	3.2477	
-5.16207	3.17893	
-5.16176	3.11017	
-5.16146	2.93106	
-5.16115	2.75196	
-5.16085	2.57285	
-5.16054	2.39375	
-5.16024	2.50006	
-5.15993	2.60637	
-5.15963	2.71268	
-5.15932	2.819	
-5.15902	2.6445	
-5.15871	2.46999	
-5.15841	2.29549	
-5.1581	2.12099	
-5.1578	2.13063	
-5.15749	2.14027	
-5.15719	2.14991	
-5.15688	2.15955	
-5.15658	2.14185	
-5.15627	2.12416	
-5.15597	2.10646	
-5.15566	2.08877	
-5.15536	1.96059	
-5.15505	1.83241	
-5.15475	1.70423	
-5.15444	1.57605	
-5.15414	1.83457	
-5.15383	2.09308	
-5.15353	2.3516	
-5.15322	2.61012	
-5.15292	2.53718	
-5.15261	2.46424	
-5.15231	2.3913	
-5.152	2.31837	
-5.1517	2.56221	
-5.15139	2.80605	
-5.15109	3.04989	
-5.15078	3.29373	
-5.15048	3.27978	
-5.15017	3.26582	
-5.14987	3.25187	
-5.14956	3.23792	
-5.14926	3.0122	
-5.14895	2.78648	
-5.14865	2.56077	
-5.14834	2.33506	
-5.14804	2.36713	
-5.14773	2.39922	
-5.14743	2.4313	
-5.14712	2.46338	
-5.14682	2.26068	
-5.14651	2.05798	
-5.1462	1.85529	
-5.1459	1.65259	
-5.14559	1.855	
-5.14529	2.05741	
-5.14498	2.25982	
-5.14468	2.46223	
-5.14437	2.38382	
-5.14407	2.30542	
-5.14376	2.22702	
-5.14346	2.14861	
-5.14315	1.88607	
-5.14285	1.62353	
-5.14254	1.36098	
-5.14224	1.09844	
-5.14193	1.21036	
-5.14163	1.32228	
-5.14132	1.43421	
-5.14102	1.54613	
-5.14071	1.47392	
-5.14041	1.4017	
-5.1401	1.32948	
-5.1398	1.25726	
-5.13949	1.5188	
