   Current data set:
   NAME =	vvp_sport01122015	EXPNO =	1173	PROCNO = 1
   DU   =	D:/spectra/data/mntlabData

   Number   Integrated Region     Integral
     1      8.394      8.321        16.62077
     2      7.990      7.891        33.20503
     3      7.580      7.379        33.80688
     4      7.346      7.230        37.59773
     5      7.230      7.183        25.05527
     6      7.183      7.098        32.68776
     7      7.098      7.030        26.34222
     8      6.825      6.730        37.52391
     9      5.804      5.571        34.61354
    10      5.150      5.100       198.48063
    11      4.562      4.488       429.50778
    12      4.441      4.392        44.91231
    13      4.250      4.101       117.61654
    14      4.039      3.970       265.18977
    15      3.970      3.948        25.42319
    16      3.823      3.811        18.52321
    17      3.570      3.510       553.61405
    18      3.510      3.490        49.72060
    19      3.490      3.469        42.18015
    20      3.469      3.456        25.32979
    21      3.253      3.241        24.51327
    22      3.241      3.220        55.62202
    23      3.049      3.020        22.14894
    24      2.940      2.925        35.39612
    25      2.921      2.905        35.39178
    26      2.792      2.747        21.26388
    27      2.721      2.681        77.38895
    28      2.608      2.555        59.56283
    29      2.555      2.502        31.23574
    30      2.476      2.400        39.41557
    31      2.265      2.247        38.03029
    32      2.172      2.156        27.16471
    33      2.123      2.097        62.88679
    34      1.958      1.888       483.15553
    35      1.692      1.528       171.94637
    36      1.511      1.410       135.24153
    37      1.400      1.339       185.66508
    38      1.244      1.195      1180.17604
    39      1.089      1.060       562.69943
    40      1.059      1.046       103.64369
    41      0.975      0.942        19.95208
    42      0.943      0.907        67.60261
    43      0.907      0.894        13.54199
    44      0.894      0.873        47.25385
    45      0.873      0.860        37.68826
    46      0.860      0.839        58.44734
    47      0.839      0.827        40.38837
    48      0.827      0.812        42.60316
    49      0.812      0.799        38.63099
    50      0.051      0.037         4.00000
