   Current data set:
   NAME =	vvp_sport01122015	EXPNO =	1105	PROCNO = 1
   DU   =	D:/spectra/data/mntlabData

   Number   Integrated Region     Integral
     1      8.354      8.322         6.84899
     2      8.251      8.192        -4.63782
     3      7.988      7.892        36.93321
     4      7.345      7.283        16.77038
     5      7.283      7.232        17.44849
     6      7.232      7.177        26.85915
     7      7.177      7.125        24.51292
     8      7.125      7.094         9.81848
     9      7.095      7.048        16.17407
    10      6.820      6.750        32.24038
    11      5.141      5.100       220.37064
    12      4.557      4.506       314.03571
    13      4.189      4.111        58.74077
    14      4.041      4.030         8.50382
    15      4.030      3.974       167.21860
    16      3.974      3.955        20.74432
    17      3.812      3.791       135.75854
    18      3.791      3.765       225.82462
    19      3.571      3.514       664.02527
    20      3.509      3.502        21.55490
    21      3.502      3.493        22.80620
    22      3.489      3.480        19.31617
    23      3.480      3.470        20.26184
    24      3.470      3.462        16.04771
    25      3.452      3.444        44.47858
    26      3.440      3.422       127.48930
    27      3.422      3.403       103.49479
    28      3.402      3.387        83.20217
    29      3.384      3.373       169.69289
    30      3.373      3.364        72.50237
    31      3.364      3.356       132.25086
    32      3.356      3.342       133.54392
    33      3.342      3.327       105.54743
    34      3.044      3.028        12.79120
    35      2.942      2.932        26.95268
    36      2.925      2.918        15.38667
    37      2.719      2.683       111.47202
    38      2.605      2.557        55.31073
    39      2.464      2.408        31.83495
    40      2.268      2.249        34.28306
    41      2.168      2.158        22.83739
    42      2.122      2.103        50.27356
    43      1.943      1.904       376.31375
    44      1.819      1.801        32.91078
    45      1.652      1.532       183.08313
    46      1.388      1.334       133.08723
    47      1.245      1.194       805.74943
    48      1.099      1.031       897.78337
    49      1.063      1.042       146.16799
    50      0.938      0.928        36.50416
    51      0.925      0.908        42.91158
    52      0.908      0.895        18.06119
    53      0.894      0.884        17.47989
    54      0.884      0.873        44.25703
    55      0.872      0.860        48.39031
    56      0.860      0.851        27.87568
    57      0.851      0.840        51.19234
    58      0.828      0.818        34.93192
    59      0.051      0.040         4.00000
